OptName;LfdNr;Name;Typ;Startzeit;Endzeit;Dauer;Fval_Opt;Masse_fval;Masse_phys;Energie_fval;Energie_phys;Antriebskraft_fval;Antriebskraft_phys;Kondition_fval;Kondition_phys;Nachgiebigk_fval;Nachgiebigk_phys;Steifigk_phys;Materialspannung;num_succ;num_fail;comptime_sum;MaxTiltAngle
IFToMMDACH_Vgl_Winkel30_20200206_nachts_Wdh1;1;P6RRRRRR10V3G1P1A1;2;06.02.2020 19:50:26;06.02.2020 21:07:21;4615.982297;478.827881947282;66.6282660079907;10.5043249693891;470.506802336772;91.1386261734132;364.002729947667;64.347444859946;130.177900535716;63.2838285771358;98.4401499908364;0.000408047161607141;2450.69711074912;0.514746676614983;71;3029;4586.83468000001;0.68220794126388
IFToMMDACH_Vgl_Winkel30_20200206_nachts_Wdh1;2;P6RRRRRR10G1P1A1;2;06.02.2020 19:50:26;06.02.2020 21:22:45;5539.017896;569.13476613937;101.0474241918;16.0071444673073;570.384210238321;124.974900242491;543.77494589564;114.792801990001;84.7456132522671;14.5588680947494;99.679595875701;0.00198691074451342;503.293871031379;0.586319729808421;18;3082;5512.84922500001;0.68220794126388
IFToMMDACH_Vgl_Winkel30_20200206_nachts_Wdh1;3;P6PRRRRR6V2G8P3A1;2;06.02.2020 19:50:26;06.02.2020 21:34:49;6263.120566;480.740817225946;54.6024146324941;8.59802098331661;479.936884690398;93.8875955286966;679.829547034353;181.784015805234;147.972174305889;113.777927185868;98.8545905994255;0.000555741096903594;1799.39904673538;0.857625296933408;312;2788;6234.435657;0.68220794126388
IFToMMDACH_Vgl_Winkel30_20200206_nachts_Wdh1;4;P6PRRRRR6G8P3A1;2;06.02.2020 19:50:26;06.02.2020 21:15:54;5128.956043;562.102262177761;62.5602776788301;9.85870066925712;561.849608955508;121.596818022774;667.51902994238;173.741881572631;128.11858742429;59.1571369627785;96.7877618010535;0.000198017509039007;5050.05847640984;0.662212904844491;51;3049;5101.57933600001;0.68220794126388
IFToMMDACH_Vgl_Winkel30_20200206_nachts_Wdh2;1;P6RRRRRR10V3G1P1A1;2;07.02.2020 05:21:56;07.02.2020 06:52:40;5444.087099;469.627114138064;75.7279405773955;11.9517421516889;473.078525185743;91.8808718334233;573.560868195393;126.261277244214;119.517405531859;44.678547056845;99.1981744079598;0.00079392091608751;1259.57129952951;0.973807937013438;117;2983;5415.86102100001;0.68220794126388
IFToMMDACH_Vgl_Winkel30_20200206_nachts_Wdh2;2;P6RRRRRR10G1P1A1;2;07.02.2020 05:21:56;07.02.2020 06:43:05;4868.095361;717.05541625462;120.372950761001;19.1367417854479;714.987958049874;208.239435762864;595.168960686612;135.464396260099;125.753750101694;54.7550626070828;99.7365807582719;0.00241674121810931;413.780338791229;0.973609211331504;3;3097;4840.31064899999;0.68220794126388
IFToMMDACH_Vgl_Winkel30_20200206_nachts_Wdh2;3;P6PRRRRR6V2G8P3A1;2;07.02.2020 05:21:56;07.02.2020 07:11:42;6585.655531;452.395594188131;41.7375411135908;6.56552712171451;454.536940447062;86.6481517353045;573.484789949068;126.230280448684;122.248584995186;48.8358997731465;96.3921135804481;0.000176263327626418;5673.32986087414;0.394547502157296;439;2661;6555.71790700002;0.68220794126388
IFToMMDACH_Vgl_Winkel30_20200206_nachts_Wdh2;4;P6PRRRRR6G8P3A1;2;07.02.2020 05:21:56;07.02.2020 06:53:08;5471.782818;602.247611863835;84.7851272293493;13.397319688938;602.073673146261;138.585248372828;444.457746527406;83.9135238490969;94.6011610138297;19.9664542038014;99.5609522042062;0.00144997807844395;689.66559899523;0.666221305056599;30;3070;5445.37354100001;0.68220794126388
IFToMMDACH_Vgl_Winkel30_20200206_nachts_Wdh3;1;P6RRRRRR10V3G1P1A1;2;07.02.2020 16:02:48;07.02.2020 18:01:09;7101.327857;477.448945379046;78.4087970622378;12.3790829894974;488.220841078722;96.3662867708049;276.717792485207;46.4282161017043;96.1667904892328;20.9965931562558;99.07116876034;0.000685350117697112;1459.10823413902;0.355853064898124;111;2989;7073.009984;0.68220794126388
IFToMMDACH_Vgl_Winkel30_20200206_nachts_Wdh3;2;P6RRRRRR10G1P1A1;2;07.02.2020 16:02:48;07.02.2020 17:40:38;5870.65233;44565.2802079006;165.320435353249;26.5683991948158;793.493342293351;297.391227092372;796.978420828661;302.869502551212;79.9636101412076;12.496218910422;99.8429565882003;0.00405377388162402;246.683714780702;1.68859412804467;0;3100;5841.79678199999;0.68220794126388
