OptName;LfdNr;Name;Typ;Startzeit;Endzeit;Dauer;Fval_Opt;Masse_fval;Masse_phys;Energie_fval;Energie_phys;Antriebskraft_fval;Antriebskraft_phys;Kondition_fval;Kondition_phys;Nachgiebigk_fval;Nachgiebigk_phys;Steifigk_phys;Materialspannung;num_succ;num_fail;comptime_sum
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh14;1;P6RRRRRR10V3G1P1A1;2;02.02.2020 12:59:57;02.02.2020 14:36:13;5776.712145;373.919211958739;61.0819297553633;9.62427854448668;374.286567348906;66.6558861026974;418.724968052416;77.247661566877;119.504512465406;44.6598009978957;98.2256138064461;0.000358690184738421;2787.92128290118;0.662182639292509;206;2894;5746.414361
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh14;2;P6RRRRRR10G1P1A1;2;02.02.2020 12:59:57;02.02.2020 14:15:42;4544.9734;488.681697999406;91.8060520810649;14.5216655592647;515.334078959117;104.937219217958;324.523685503765;55.9044470985922;146.977598361471;110.086279148809;99.5955084838287;0.00157385552011917;635.382337969802;0.594274600307992;14;3086;4519.39877299999
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh14;3;P6PRRRRR6V2G8P3A1;2;02.02.2020 12:59:57;02.02.2020 15:00:36;7239.50111;369.665774252811;41.1813442920843;6.47778833347173;368.668980326167;65.388842442228;427.565945150228;79.489278006313;105.142387058579;28.0365795366269;96.9433261646826;0.000208111993543283;4805.10509257133;0.21842013572965;777;2323;7208.95905899999
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh14;4;P6PRRRRR6G8P3A1;2;02.02.2020 12:59:57;02.02.2020 14:41:13;6076.17813;413.172247639858;48.5748587346823;7.64496273370087;411.856142522708;75.5390506367841;497.822565483506;99.3182678461873;109.525941860347;32.3047459709246;96.5009361209965;0.00018175677831963;5501.85808334169;0.230837149188087;230;2870;6046.55322599999
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh15;1;P6RRRRRR10V3G1P1A1;2;02.02.2020 15:11:43;02.02.2020 16:52:46;6062.803544;370.277180679698;58.1874881061416;9.16560690920181;382.551063254177;68.5473273544128;257.064487431271;42.7274927692773;121.073876843894;47.0015149062772;96.5138713317602;0.000182432540843726;5481.47822408839;0.502317014803016;143;2957;6037.63647800001
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh15;2;P6RRRRRR10G1P1A1;2;02.02.2020 15:11:43;02.02.2020 16:29:41;4678.052779;748.497562111004;165.946754941983;26.6737534083899;771.371554175939;266.376523218153;392.795065862331;70.9391247413849;68.5764434177645;8.69513967061475;99.7186765431724;0.00226293120249967;441.904729094452;0.555644105943461;16;3084;4652.829609
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh15;3;P6PRRRRR6V2G8P3A1;2;02.02.2020 15:11:43;02.02.2020 16:43:26;5503.275633;375.774031415153;40.9311511709548;6.4383241818802;376.111006874442;67.070590429823;359.777316449973;63.4128740712309;105.08132157595;27.9813544832974;96.6719834484745;0.000191116761244257;5232.40344535741;0.133834622546821;511;2589;5473.86277199999
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh15;4;P6PRRRRR6G8P3A1;2;02.02.2020 15:11:43;02.02.2020 16:58:43;6419.94255;453.406660883462;56.802982342967;8.94634561856804;453.429316425637;86.3439984127516;411.995812144973;75.5735144647032;118.514251887166;43.2436676519514;96.9757748432923;0.000210348365998104;4754.01838875711;0.283027902890807;161;2939;6395.93396099999
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh16;1;P6RRRRRR10V3G1P1A1;2;02.02.2020 17:09:50;02.02.2020 18:19:13;4163.362226;375.016670226174;77.0715089779594;12.1658583947534;406.056868873432;74.1180415241625;250.196771851999;41.4575728457653;86.7767008644984;15.5363274394879;99.0062699411829;0.000640584493273972;1561.07431650286;0.234915607219341;88;3012;4137.408047
IFToMMDACH_Vgl_Winkel10_20200131_nachts_Wdh16;2;P6RRRRRR10G1P1A1;2;02.02.2020 17:09:50;02.02.2020 18:32:51;4981.344187;440.193964472854;62.9391383725887;9.91879391464892;440.309161572496;82.8090259472819;386.290390539931;69.4141903874619;114.58207231695;38.0569103098071;97.2275940114876;0.000229482000035245;4357.64024998221;0.379840015070361;53;3047;4956.94853900001
