OptName;LfdNr;Name;Typ;Startzeit;Endzeit;Dauer;Fval_Opt;Masse_fval;Masse_phys;Energie_fval;Energie_phys;Antriebskraft_fval;Antriebskraft_phys;Kondition_fval;Kondition_phys;Nachgiebigk_fval;Nachgiebigk_phys;Steifigk_phys;Materialspannung;num_succ;num_fail;comptime_sum;MaxTiltAngle
IFToMMDACH_Vgl_Winkel0_20200211_Wdh1;1;P6RRRRRR10V3G1P1A1;2;11.02.2020 11:44:34;11.02.2020 14:29:15;9880.4012355;378.172604941813;73.5925408520027;11.6116580200215;397.387128334819;72.0290340630215;502.014971351125;100.635033992146;108.604785582457;31.3561023418526;99.0525136593479;0.000671854294156146;1488.41796308827;0.448454298919679;226;2874;9838.54443559998;0
IFToMMDACH_Vgl_Winkel0_20200211_Wdh1;2;P6RRRRRR10G1P1A1;2;11.02.2020 11:44:34;11.02.2020 13:07:41;4987.2856551;543.94859083781;67.1033427034683;10.5797791880887;544.30550787286;114.986148467321;204.042142170376;33.1954006995808;111.379864776576;34.3034494349367;97.9450332220582;0.000309688046500543;3229.05585572301;0.439257908740569;24;3076;4943.2204561;0
IFToMMDACH_Vgl_Winkel0_20200211_Wdh1;3;P6PRRRRR6V2G8P3A1;2;11.02.2020 11:44:34;11.02.2020 14:39:27;10492.7320701;386.031663930154;69.0050814480479;10.8819436816507;392.912364624141;70.9668258550856;148.713742553701;23.7942889514857;104.544170359493;27.5003149924699;99.1320448644271;0.000733425381886991;1363.46522045249;0.253261410873894;503;2597;10447.1807278;0
IFToMMDACH_Vgl_Winkel0_20200211_Wdh1;4;P6PRRRRR6G8P3A1;2;11.02.2020 11:44:34;11.02.2020 14:25:10;9635.7287484;497.657683022231;50.5117007524665;7.95105143908944;496.835632414998;99.0107933851283;326.272442717859;56.2655470330348;95.8054359135877;20.7541426214423;95.3866705516854;0.000137754093635367;7259.31239943392;0.13650470295137;151;2949;9591.66965569999;0
IFToMMDACH_Vgl_Winkel0_20200211_Wdh2;1;P6RRRRRR10V3G1P1A1;2;11.02.2020 22:09:31;12.02.2020 00:50:49;9677.6789609;454.52569628893;79.9530803145177;12.6254501666707;488.815411892278;96.54657492194;393.866760340765;71.1924843479348;121.251377546773;47.2741271316156;99.2357900809171;0.000833003049462672;1200.47579735158;0.535478555572011;136;2964;9640.5775168;0
IFToMMDACH_Vgl_Winkel0_20200211_Wdh2;2;P6RRRRRR10G1P1A1;2;11.02.2020 22:09:31;12.02.2020 00:22:14;7962.2072206;568.400432016919;79.8189339930368;12.6040431945831;554.670615292145;118.8394822662;214.70822712408;35.0660250286673;99.3912429535702;23.2914734728861;98.1358278091614;0.000341405052223795;2929.07206113777;0.373915954766912;35;3065;7925.2399045;0
IFToMMDACH_Vgl_Winkel0_20200211_Wdh2;3;P6PRRRRR6V2G8P3A1;2;11.02.2020 22:09:31;12.02.2020 01:01:59;10347.7947905;442.224829555734;39.9385403363015;6.28177450956505;442.290992286219;83.3351616317686;326.99744441463;56.4155794486243;79.4952136269443;12.3108103022211;96.2103279600704;0.000167789617571932;5959.84432452321;0.0721046649051848;635;2465;10304.1329117;0
IFToMMDACH_Vgl_Winkel0_20200211_Wdh2;4;P6PRRRRR6G8P3A1;2;11.02.2020 22:09:31;12.02.2020 01:39:52;12620.8001101;539.373565042755;60.203004300132;9.48495686387419;539.289001439961;113.172684335334;762.207266526514;255.152280260672;146.86126370102;109.662544793051;98.4394983134633;0.000407876689774245;2451.72137822705;0.368718296368398;170;2930;12584.751899;0
IFToMMDACH_Vgl_Winkel0_20200211_Wdh3;1;P6RRRRRR10V3G1P1A1;2;12.02.2020 09:25:25;12.02.2020 12:24:39;10754.3821091;445.513787264743;76.7406823688776;12.1131264607941;474.976688233773;92.4322585888825;224.961700867233;36.885113059983;91.6994912237703;18.1907803360455;99.2125913301649;0.000808458596722996;1236.9217224647;0.26349780603035;165;2935;10718.0564785;0
IFToMMDACH_Vgl_Winkel0_20200211_Wdh3;2;P6RRRRRR10G1P1A1;2;12.02.2020 09:25:25;12.02.2020 11:59:28;9242.5242601;512.268252181309;99.1417871951093;15.7002839582689;524.379103030888;107.967945754264;384.583706742151;69.0176697332522;83.738342825825;14.0974695825675;99.5240995867783;0.00133769144995213;747.556546044893;0.38562496451626;52;3048;9205.27006079999;0
IFToMMDACH_Vgl_Winkel0_20200211_Wdh3;3;P6PRRRRR6V2G8P3A1;2;12.02.2020 09:25:25;12.02.2020 12:38:41;11595.5614384;450.353095349786;41.9578683380456;6.6002860181157;450.320350581247;85.4951330422159;222.233425857822;36.3990164390208;84.9322689455449;14.646034950909;97.7403373843953;0.000281613897599574;3550.96111564032;0.0905521162220115;696;2404;11551.6751352;0
IFToMMDACH_Vgl_Winkel0_20200211_Wdh3;4;P6PRRRRR6G8P3A1;2;12.02.2020 09:25:25;12.02.2020 12:01:31;9366.1568464;507.406358984847;63.6373297073253;10.029556623037;507.717748550769;102.454478124351;699.233531011348;195.678281937835;74.4842190122954;10.4931937831346;98.4053210403477;0.000399131506517165;2505.43989555231;0.377490165735571;114;2986;9321.54346009999;0
IFToMMDACH_Vgl_Winkel0_20200211_Wdh4;1;P6RRRRRR10V3G1P1A1;2;12.02.2020 19:57:12;12.02.2020 22:26:18;8945.8838299;420.419243973108;63.357211401243;9.98511508710413;460.542045601014;88.3132958124598;266.485736464613;44.488818643348;112.562299899248;35.6434892238032;97.7399871587171;0.000281570220275634;3551.51194263755;0.275226659132567;137;2963;8906.96147399999;0
