OptName;LfdNr;Name;Typ;Startzeit;Endzeit;Dauer;Fval_Opt;Masse_fval;Masse_phys;Energie_fval;Energie_phys;Antriebskraft_fval;Antriebskraft_phys;Kondition_fval;Kondition_phys;Nachgiebigk_fval;Nachgiebigk_phys;Steifigk_phys;Materialspannung;num_succ;num_fail;comptime_sum;MaxTiltAngle
IFToMMDACH_Vgl_Winkel10_20200212_nachts_Wdh3;4;P6PRRRRR6G8P3A1;2;13.02.2020 11:34:46;13.02.2020 14:04:23;8976.845086;498.584049168146;50.2441201197413;7.90875566294427;498.378131081536;99.491768536084;408.89274204829;74.8105018778692;107.22424773597;29.9871066071454;98.1601592919067;0.000345922622968668;2890.8198932412;0.285342573462337;192;2908;8947.81060800001;0.231782761432126
IFToMMDACH_Vgl_Winkel10_20200212_nachts_Wdh4;1;P6RRRRRR10V3G1P1A1;2;13.02.2020 20:11:00;13.02.2020 21:51:43;6042.881972;435.880208460972;72.3049438692456;11.4067235888661;451.646333629646;85.8563058046559;276.613044047309;46.4082170262152;96.8191269158294;21.4415809641265;99.1672164280153;0.000764404438682674;1308.207997488;0.369303264220255;82;3018;6012.012401;0.231782761432126
IFToMMDACH_Vgl_Winkel10_20200212_nachts_Wdh4;2;P6RRRRRR10G1P1A1;2;13.02.2020 20:11:00;13.02.2020 21:55:55;6295.157764;508.992840485395;73.667126576184;11.6235320459289;543.924246973844;114.847172604642;532.798350570105;110.873737853671;110.976214899431;33.8578245679998;98.0923431958387;0.000333618297530667;2997.43751287526;0.788724684280943;41;3059;6266.46609;0.231782761432126
IFToMMDACH_Vgl_Winkel10_20200212_nachts_Wdh4;3;P6PRRRRR6V2G8P3A1;2;13.02.2020 20:11:00;13.02.2020 22:22:36;7895.768536;454.990976986184;48.2082922587061;7.58704861959317;513.850958640755;104.448903962718;975.092791506865;2554.66169532325;121.018789340058;46.9172354569649;94.8724560297711;0.000123888268877421;8071.7892748137;5.53419639049134;609;2491;7862.07589;0.231782761432126
IFToMMDACH_Vgl_Winkel10_20200212_nachts_Wdh4;4;P6PRRRRR6G8P3A1;2;13.02.2020 20:11:00;13.02.2020 22:17:35;7594.696117;524.651876356554;58.1396288428097;9.1580260908307;527.387558291698;108.996644154243;325.102767107106;56.0238981962007;100.69407134849;24.2895097527673;97.4665827412423;0.000251156290326779;3981.5845292941;0.151369445643971;109;2991;7565.25308899998;0.231782761432126
IFToMMDACH_Vgl_Winkel10_20200212_nachts_Wdh5;1;P6RRRRRR10V3G1P1A1;2;14.02.2020 04:16:01;14.02.2020 05:33:48;4666.873706;439.982244457519;69.8239618332849;11.0121145913252;472.433261783771;91.6941207880273;166.866763739385;26.8286099131294;128.335701948584;59.5789589826783;98.8383155631406;0.000547953549505444;1824.97220960162;0.367212858190298;63;3037;4636.03198599999;0.231782761432126
IFToMMDACH_Vgl_Winkel10_20200212_nachts_Wdh5;2;P6RRRRRR10G1P1A1;2;14.02.2020 04:16:01;14.02.2020 05:46:59;5457.685323;487.981766082389;73.3048313821526;11.5658577785608;487.308087881992;96.090148592119;386.751158170045;69.5214952533286;112.531535661128;35.6079584652275;98.8634430598926;0.000560070606217845;1785.48916671953;0.512534550720884;46;3054;5429.289409;0.231782761432126
IFToMMDACH_Vgl_Winkel10_20200212_nachts_Wdh5;3;P6PRRRRR6V2G8P3A1;2;14.02.2020 04:16:01;14.02.2020 06:33:37;8255.893323;446.744617590881;40.9087725018543;6.43479438539454;446.732685589165;84.5243294857183;376.233559180036;67.0985042607194;92.4808859760848;18.6525722541259;96.6575725492248;0.000190291253592252;5255.10227675916;0.167888985318059;711;2389;8213.05018499999;0.231782761432126
IFToMMDACH_Vgl_Winkel10_20200212_nachts_Wdh5;4;P6PRRRRR6G8P3A1;2;14.02.2020 04:16:01;14.02.2020 06:03:16;6434.902361;483.075169136681;74.5603759407411;11.7657623144413;482.945383496562;94.7807069339763;379.128246453705;67.7599370688626;113.210699284136;36.4007993343839;99.1059819810765;0.000712041489944264;1404.41254354192;0.992722494337342;136;2964;6405.82840499999;0.231782761432126
IFToMMDACH_Vgl_Winkel20_20200212_nachts_Wdh1;1;P6RRRRRR10V3G1P1A1;2;13.02.2020 00:04:27;13.02.2020 01:51:57;6450.234334;442.036846730399;77.845313225797;12.2892246073698;436.283330887821;81.7485477554511;468.033751108257;90.4299959611777;117.719672886939;42.1404861788765;99.4809452511797;0.00122647113250994;815.347359993324;0.593538717961117;135;2965;6421.58610799999;0.460356614106352
